ano;titulo;suporte;tecnica;dimensoes;resolucao;nome_arquivo;pasta_origem;tem_ficha;link_imagem;observacoes
2011;vaso_2011_óleo_e_acrílica_s_tela_82x45cm;Tela/Lona;óleo, acrílica;82x45cm;verificar;vaso_2011_óleo_e_acrílica_s_tela_82x45cm.jpg;Telas/2011;buscar;https://drive.google.com/file/d/1uc-vqIAYFOkhpw6PdbH4TXqI3aCA4Ei2;Obra catalogada automaticamente
2011;dança_2011_óleo_e_acrílica_s_tela_20x30cm;Tela/Lona;óleo, acrílica;20x30cm;verificar;dança_2011_óleo_e_acrílica_s_tela_20x30cm.jpg;Telas/2011;buscar;https://drive.google.com/file/d/1bggKlpZlDEcAM--01833qpwF6HVvtboz;Obra catalogada automaticamente
2011;sem_título_2011_acrílica_slona_155x80cm;Tela/Lona;acrílica;155x80cm;verificar;sem_título_2011_acrílica_slona_155x80cm.jpg;Telas/2011;buscar;https://drive.google.com/file/d/14UkK0nRbsGNh73vjTOLm8XXCGKtwOG3l;Obra catalogada automaticamente
2010;sem_título_2010_óleo_e_acrílica_s_papel_132x125cm;Papel;óleo, acrílica;132x125cm;verificar;sem_título_2010_óleo_e_acrílica_s_papel_132x125cm.jpg;Papéis/2010;buscar;https://drive.google.com/file/d/1PEYzj2fFgw2owiuw0T5f2O7hlPL3IRzF;Obra catalogada automaticamente
2010;galo_2010_óleo_e_acrílica_s_papel_31x17cm;Papel;óleo, acrílica;31x17cm;verificar;galo_2010_óleo_e_acrílica_s_papel_31x17cm.jpg;Papéis/2010;buscar;https://drive.google.com/file/d/1uE2sSvTG3XfIRFLEbtbL9Y6FTbSAmvGi;Obra catalogada automaticamente
2010;sem_título_2010_hidrocor_spapel_32x24cm;Papel;identificar;32x24cm;verificar;sem_título_2010_hidrocor_spapel_32x24cm.jpg;Papéis/2010;buscar;https://drive.google.com/file/d/10Ut6e-IxAPbERHbI_9tEUkxI3NIDN--H;Obra catalogada automaticamente
2010;sem_título_2010_tempera_e_hidrocor_spapel_32x24cm;Papel;identificar;32x24cm;verificar;sem_título_2010_tempera_e_hidrocor_spapel_32x24cm.jpg;Papéis/2010;buscar;https://drive.google.com/file/d/15dBFNpwaeNofpG2XOy84itgKbHfyCjz0;Obra catalogada automaticamente
2010;sem_título_2010_acrílica_s_papel_147x112cm;Papel;acrílica;147x112cm;verificar;sem_título_2010_acrílica_s_papel_147x112cm.jpg;Papéis/2010;buscar;https://drive.google.com/file/d/14-Ou_HGwF3DrABWF3V4c-c_X72wC6oqM;Obra catalogada automaticamente
2010;Pião_2010_óleo_e_pastel_slona_40x60cm;Papel;pastel, óleo;40x60cm;verificar;Pião_2010_óleo_e_pastel_slona_40x60cm.jpg;Papéis/2010;buscar;https://drive.google.com/file/d/1jOkXYVnBBShZHEk6JHvtBZ0VCXs456PN;Obra catalogada automaticamente
2010;cobra_2010_bico_de_pena_e_acrílica_s_papel_22x30cm;Papel;acrílica;22x30cm;verificar;cobra_2010_bico_de_pena_e_acrílica_s_papel_22x30cm.jpg;Papéis/2010;buscar;https://drive.google.com/file/d/11dfu8cNQTY31i3hWMmEogt4DF5tiRTAr;Obra catalogada automaticamente
2010;contadora_de_estórias_2010_óleo_e_acrílica_s_tela_32x36cm;Tela/Lona;óleo, acrílica;32x36cm;verificar;contadora_de_estórias_2010_óleo_e_acrílica_s_tela_32x36cm.jpg;Telas/2010;buscar;https://drive.google.com/file/d/1T6qWsXw76HHh2uTs6FumrA6D7dcf-9MH;Obra catalogada automaticamente
2010;sem_titulo_2010_acrílica_s_tela_140x81cm;Tela/Lona;acrílica;140x81cm;verificar;sem_titulo_2010_acrílica_s_tela_140x81cm.jpg;Telas/2010;buscar;https://drive.google.com/file/d/17ZsZ7R5xUsQ2rrtLMFLGSAGojLonEJVi;Obra catalogada automaticamente
2010;sem_título_20092010_acrílica_s_tela_135x145cm;Tela/Lona;acrílica;135x145cm;verificar;sem_título_20092010_acrílica_s_tela_135x145cm.jpg;Telas/2010;buscar;https://drive.google.com/file/d/1hv99GUiyooN89TlAmkQi3ryGFrs-XkB1;Obra catalogada automaticamente
2010;sem_título_2010_óleo_e_acrílica_s_tela_49x38cm;Tela/Lona;óleo, acrílica;49x38cm;verificar;sem_título_2010_óleo_e_acrílica_s_tela_49x38cm.jpg;Telas/2010;buscar;https://drive.google.com/file/d/1BGtUEYSSI6DHh-re5Z3sie_ajg4sByzd;Obra catalogada automaticamente
2010;saudade_2010_óleo_e_acrílica_s_tela 41x43cm;Tela/Lona;óleo, acrílica;41x43cm;verificar;saudade_2010_óleo_e_acrílica_s_tela 41x43cm.jpg;Telas/2010;buscar;https://drive.google.com/file/d/1K_HxAPywozzkRnaWpyfst3n9ZfhBPpvl;Obra catalogada automaticamente
2010;totem_2010_acrílica_e_colagem_s_tela_29x110cm;Tela/Lona;acrílica;29x110cm;verificar;totem_2010_acrílica_e_colagem_s_tela_29x110cm.jpg;Telas/2010;buscar;https://drive.google.com/file/d/1QdSTHuup_aXw28aT_GRm3FLClGltTuJJ;Obra catalogada automaticamente
2010;selva_2010_óleo_e_acrílica_s_tela_41x28cm;Tela/Lona;óleo, acrílica;41x28cm;verificar;selva_2010_óleo_e_acrílica_s_tela_41x28cm.jpg;Telas/2010;buscar;https://drive.google.com/file/d/1gLZxtF7H1ptIll1jQ0ld_ZerKcp874HH;Obra catalogada automaticamente
2010;forca_2010_óleo_e_acrílica_s_tela_150x116cm;Tela/Lona;óleo, acrílica;150x116cm;verificar;forca_2010_óleo_e_acrílica_s_tela_150x116cm.jpg;Telas/2010;buscar;https://drive.google.com/file/d/1WwlmTqWsR94ZNPumS5tLLSO_b630X2lF;Obra catalogada automaticamente
2010;paquera_2010_óleo_acrílica_e_colagem_s_tela_95x144cm;Tela/Lona;óleo, acrílica;95x144cm;verificar;paquera_2010_óleo_acrílica_e_colagem_s_tela_95x144cm.jpg;Telas/2010;buscar;https://drive.google.com/file/d/1JGAfufsZwqfqLc55dVKUnR_fUcG2q2FS;Obra catalogada automaticamente
2010;taças_2010_óleo_s_tela_33x39cm;Tela/Lona;óleo;33x39cm;verificar;taças_2010_óleo_s_tela_33x39cm.jpg;Telas/2010;buscar;https://drive.google.com/file/d/1HHMegJr3PgB-KyR7tTgbC3Yq5OAl37h3;Obra catalogada automaticamente
2010;cabeça_2010_óleo_e_acrílica_s_tela_160x244cm;Tela/Lona;óleo, acrílica;160x244cm;verificar;cabeça_2010_óleo_e_acrílica_s_tela_160x244cm.jpg;Telas/2010;buscar;https://drive.google.com/file/d/125g_fdXb6LFPIvNMrPqFFj9ym5AwJuqd;Obra catalogada automaticamente
2010;ocê_2010_óleo_e_acrílica_s_tela_29x32cm;Tela/Lona;óleo, acrílica;29x32cm;verificar;ocê_2010_óleo_e_acrílica_s_tela_29x32cm.jpg;Telas/2010;buscar;https://drive.google.com/file/d/1DfSd1QOB4Byl9BaR857rG9jhH1hmPwEm;Obra catalogada automaticamente
2010;valtrude_2010_óleo_e_acrílica_s_tela_ 29x25cm;Tela/Lona;óleo, acrílica;29x25cm;verificar;valtrude_2010_óleo_e_acrílica_s_tela_ 29x25cm.jpg;Telas/2010;buscar;https://drive.google.com/file/d/1nitxsyXyf9g8Q5flfDWjpPNh8RqPD41Q;Obra catalogada automaticamente
2010;boiada_2010_óleo_e_acrílica_s_tela_ 37x60cm;Tela/Lona;óleo, acrílica;37x60cm;verificar;boiada_2010_óleo_e_acrílica_s_tela_ 37x60cm.jpg;Telas/2010;buscar;https://drive.google.com/file/d/1FctJVMsdYHQZPqSE0XOM3NqUHXhCH0zi;Obra catalogada automaticamente
2010;curió_2010_acrílica_e_colagem_s_tela_34x110cm;Tela/Lona;acrílica;34x110cm;verificar;curió_2010_acrílica_e_colagem_s_tela_34x110cm.jpg;Telas/2010;buscar;https://drive.google.com/file/d/18cEJmeLODAYKoRWCm7Pcx-yuEaRYnTp0;Obra catalogada automaticamente
2010;ocê_2010_óleo_s_tela_25x28cm;Tela/Lona;óleo;25x28cm;verificar;ocê_2010_óleo_s_tela_25x28cm.jpg;Telas/2010;buscar;https://drive.google.com/file/d/1riIjlSNs-ncZECxWxtt_4Yhx342KjKBL;Obra catalogada automaticamente
2010;sem_título_2010_acrílica_e_óleo_s_tela 50x60cm;Tela/Lona;óleo, acrílica;50x60cm;verificar;sem_título_2010_acrílica_e_óleo_s_tela 50x60cm.jpg;Telas/2010;buscar;https://drive.google.com/file/d/1pIx8fs2x-dJnsc0tte2IFB6QA5RLaGAH;Obra catalogada automaticamente
2010;guerreiro_2010_acrílica_colagem_óleo_e_grafite_s_tela_140x69cm;Tela/Lona;óleo, grafite, acrílica;140x69cm;verificar;guerreiro_2010_acrílica_colagem_óleo_e_grafite_s_tela_140x69cm.jpg;Telas/2010;buscar;https://drive.google.com/file/d/1lB5rfelLGdSp1YJ0IlSrzYFjJvhV2BfN;Obra catalogada automaticamente
2010;sem_título_2010_acrílica_e_bastão_de_óleo_s_tela 144x92cm;Tela/Lona;óleo, acrílica;144x92cm;verificar;sem_título_2010_acrílica_e_bastão_de_óleo_s_tela 144x92cm.jpg;Telas/2010;buscar;https://drive.google.com/file/d/1mYaJb8quFkrcbSqhqGlem5pPiIuLq-_4;Obra catalogada automaticamente
2010;sem_título_2010_acrílica_e_óleo_s_tela 186x128cm;Tela/Lona;óleo, acrílica;186x128cm;verificar;sem_título_2010_acrílica_e_óleo_s_tela 186x128cm.jpg;Telas/2010;buscar;https://drive.google.com/file/d/1mByU6rT-OwEyNbj1cGc14rNstM-mItZ3;Obra catalogada automaticamente
2010;sem_título_2010_acrílica_s_tela 140x107cm;Tela/Lona;acrílica;140x107cm;verificar;sem_título_2010_acrílica_s_tela 140x107cm.jpg;Telas/2010;buscar;https://drive.google.com/file/d/11LSc5dkmRKRuciFlDD67PYYMDM0Ihs-6;Obra catalogada automaticamente
2010;papagaio_2010_acrílica_s_tela 140x160cm;Tela/Lona;acrílica;140x160cm;verificar;papagaio_2010_acrílica_s_tela 140x160cm.jpg;Telas/2010;buscar;https://drive.google.com/file/d/1I9hsMZVeM4na3gkKnSJwqt5xTHKNtu3t;Obra catalogada automaticamente
2010;sem_título_2006-2010_acrílica_e_colagens_s_tela 175x154cm;Tela/Lona;acrílica;175x154cm;verificar;sem_título_2006-2010_acrílica_e_colagens_s_tela 175x154cm.jpg;Telas/2010;buscar;https://drive.google.com/file/d/1mdNV3aHBQ30QpgVqQn8fOM84TpJDVju_;Obra catalogada automaticamente
2009;torre_2009_acrílica_e_bico_de_pena_s_papel_22x30cm;Papel;acrílica;22x30cm;verificar;torre_2009_acrílica_e_bico_de_pena_s_papel_22x30cm.jpg;Papéis/2009;buscar;https://drive.google.com/file/d/1X9EDfk-GlBSFrSxSxCk5xfmlruoiUku5;Obra catalogada automaticamente
2009;sem_título_2009_tempera_s_papel_33x21cm;Papel;identificar;33x21cm;verificar;sem_título_2009_tempera_s_papel_33x21cm.jpg;Papéis/2009;buscar;https://drive.google.com/file/d/1EqgSAf_7JAcou-XXCIrxJtrFNqg1MR9y;Obra catalogada automaticamente
2009;cético_assombro_II_2009_acrílica_s_cartão_15x22cm;Papel;acrílica;15x22cm;verificar;cético_assombro_II_2009_acrílica_s_cartão_15x22cm.jpg;Papéis/2009;buscar;https://drive.google.com/file/d/1HhkiaXJwAFxttRf6Uc8hj5YOFnksZL2H;Obra catalogada automaticamente
2009;sem_título_2009_acrílica_tempera_pastel_e_bico_de_pena_s_papel_30x21cm;Papel;pastel, acrílica;30x21cm;verificar;sem_título_2009_acrílica_tempera_pastel_e_bico_de_pena_s_papel_30x21cm.jpg;Papéis/2009;buscar;https://drive.google.com/file/d/1ibikYWEq_DJaPKrszqaAjGcEmBCORhih;Obra catalogada automaticamente
2009;sem_título_2009_tempera_spapel_32x22cm;Papel;identificar;32x22cm;verificar;sem_título_2009_tempera_spapel_32x22cm.jpg;Papéis/2009;buscar;https://drive.google.com/file/d/1JG6_4jYe8DVXw_sibOZiCxzbSCUD3ZSc;Obra catalogada automaticamente
2009;cético_assombro_VI_2009_acrílica_s_cartão_15x22cm;Papel;acrílica;15x22cm;verificar;cético_assombro_VI_2009_acrílica_s_cartão_15x22cm.jpg;Papéis/2009;buscar;https://drive.google.com/file/d/1vo8LMKCcRrJWMHNb1GWn0L3l9pL5uU3N;Obra catalogada automaticamente
2009;caça_palavras_2009_acrílica_s_papel_83x74cm;Papel;acrílica;83x74cm;verificar;caça_palavras_2009_acrílica_s_papel_83x74cm.jpg;Papéis/2009;buscar;https://drive.google.com/file/d/1LdqQi794SNa2VISC854-qSLUwMAuaS6i;Obra catalogada automaticamente
2009;sem_título_2009_tempera_e_hidrocor_spapel_30x23cm;Papel;identificar;30x23cm;verificar;sem_título_2009_tempera_e_hidrocor_spapel_30x23cm.jpg;Papéis/2009;buscar;https://drive.google.com/file/d/1aDMDD94MMkX3kUfoxZ7PCUzdHw37aNMA;Obra catalogada automaticamente
2009;sem_título_2009_bico_de_pena_spapel_30x21cm;Papel;identificar;30x21cm;verificar;sem_título_2009_bico_de_pena_spapel_30x21cm.jpg;Papéis/2009;buscar;https://drive.google.com/file/d/1kxdApW7nAJUjJ5m0l7hjH71TivWhAjq_;Obra catalogada automaticamente
2009;sem_título_2009_acrílica_s_papel_98x68cm;Papel;acrílica;98x68cm;verificar;sem_título_2009_acrílica_s_papel_98x68cm.jpg;Papéis/2009;buscar;https://drive.google.com/file/d/1IBgxqYTurAOsL_S6ZzweaVMPJNOTH2_x;Obra catalogada automaticamente
2009;flerte_2009_acrílica_s_papel_98x68cm;Papel;acrílica;98x68cm;verificar;flerte_2009_acrílica_s_papel_98x68cm.jpg;Papéis/2009;buscar;https://drive.google.com/file/d/1W6CinCp7kKk9EOuCkHFR5sme0pfePXiw;Obra catalogada automaticamente
2009;4_mãos_2009_óleo_e_acrílica_s_papel_11x95cm;Papel;óleo, acrílica;11x95cm;verificar;4_mãos_2009_óleo_e_acrílica_s_papel_11x95cm.jpg;Papéis/2009;buscar;https://drive.google.com/file/d/1WmQJaipqJo5wZv0K2qnQThWD7TZ2RbhR;Obra catalogada automaticamente
2009;sem_título_2009 _nanquim_e_acrílica_s_papel_22x30cm;Papel;nanquim, acrílica;22x30cm;verificar;sem_título_2009 _nanquim_e_acrílica_s_papel_22x30cm.jpg;Papéis/2009;buscar;https://drive.google.com/file/d/1A9sH_NASnSIfU7NiTAp-AS-iY1N77eF5;Obra catalogada automaticamente
2009;sem_título_2009_grafite_pastel_e_acrílica_s_papel_11x95cm;Papel;grafite, pastel, acrílica;11x95cm;verificar;sem_título_2009_grafite_pastel_e_acrílica_s_papel_11x95cm.jpg;Papéis/2009;buscar;https://drive.google.com/file/d/11xAulIRHFBBrCTo_i1-rS5R0xHs5xvLw;Obra catalogada automaticamente
2009;totonho_2009_acrílica_e_bico_de_pena_s_papel_22x30cm;Papel;acrílica;22x30cm;verificar;totonho_2009_acrílica_e_bico_de_pena_s_papel_22x30cm.jpg;Papéis/2009;buscar;https://drive.google.com/file/d/1d-82J_sVp2FAJEzn4jcGTfEAmGDBLi_v;Obra catalogada automaticamente
2009;cético_assombro_IV_2009_acrílica_s_cartão_15x22cm;Papel;acrílica;15x22cm;verificar;cético_assombro_IV_2009_acrílica_s_cartão_15x22cm.jpg;Papéis/2009;buscar;https://drive.google.com/file/d/1h9tLBvTy7SZtwpWfYcs8ixL6HAhiJIoF;Obra catalogada automaticamente
2009;sem_título_2009_óleo_acrílica_e_bico_de_pena_s_papel_22x30cm;Papel;óleo, acrílica;22x30cm;verificar;sem_título_2009_óleo_acrílica_e_bico_de_pena_s_papel_22x30cm.jpg;Papéis/2009;buscar;https://drive.google.com/file/d/1bbpjrRHLyEp31gmrN8ggUMUaUIOchl3d;Obra catalogada automaticamente
2009;sem_título_2009_acrílica_s_papel_22x30cm;Papel;acrílica;22x30cm;verificar;sem_título_2009_acrílica_s_papel_22x30cm.jpg;Papéis/2009;buscar;https://drive.google.com/file/d/1ZYfEiBFHG7R_bFTdG6eeXV-9NEGrfBNL;Obra catalogada automaticamente
2009;papagaio_2009_acrílica_s_papel_22x30cm;Papel;acrílica;22x30cm;verificar;papagaio_2009_acrílica_s_papel_22x30cm.jpg;Papéis/2009;buscar;https://drive.google.com/file/d/18qrlr66BfPZsDXjilKvb1dl_cKQpo4rD;Obra catalogada automaticamente
2009;cético_assombro_V_2009_acrílica_s_cartão_15x22cm;Papel;acrílica;15x22cm;verificar;cético_assombro_V_2009_acrílica_s_cartão_15x22cm.jpg;Papéis/2009;buscar;https://drive.google.com/file/d/1BeUM4HkwwfyAXQb6yccutZGp6v3A1BYC;Obra catalogada automaticamente
2009;sem_título_2009_acrílica_e_nanquim_s_papel_22x30cm;Papel;nanquim, acrílica;22x30cm;verificar;sem_título_2009_acrílica_e_nanquim_s_papel_22x30cm.jpg;Papéis/2009;buscar;https://drive.google.com/file/d/1qZOxx8shMTWaIvdGaBFY5_hMxavsVpU_;Obra catalogada automaticamente
2009;sapo_2009_acrílica_e_bico_de_pena_s_papel_22x30cm;Papel;acrílica;22x30cm;verificar;sapo_2009_acrílica_e_bico_de_pena_s_papel_22x30cm.jpg;Papéis/2009;buscar;https://drive.google.com/file/d/1sGTqs8PvZFBo7fOfrseBLVdrOkpvU1Mp;Obra catalogada automaticamente
2009;sem_título_2009_acrílica_e_bico_de_pena_s_papel_22x30cm;Papel;acrílica;22x30cm;verificar;sem_título_2009_acrílica_e_bico_de_pena_s_papel_22x30cm.jpg;Papéis/2009;buscar;https://drive.google.com/file/d/1ZscF4XirYq6sjHqnM5NdOBt12tvvARnu;Obra catalogada automaticamente
2009;sem_título_2009_ tempera_e_pastel_s_papel_22x32cm;Papel;pastel;22x32cm;verificar;sem_título_2009_ tempera_e_pastel_s_papel_22x32cm.jpg;Papéis/2009;buscar;https://drive.google.com/file/d/1EAafM25iQhZlC8lQGF0tGITNp2C1_qV0;Obra catalogada automaticamente
2009;cético_assombro_VII_2009_acrílica_s_cartão_15x22cm;Papel;acrílica;15x22cm;verificar;cético_assombro_VII_2009_acrílica_s_cartão_15x22cm.jpg;Papéis/2009;buscar;https://drive.google.com/file/d/1SCjE80JlhHJWPiQa8a_VsTCwTRm0woQs;Obra catalogada automaticamente
2009;cético_assombro_I_2009_acrílica_s_cartão_15x22cm;Papel;acrílica;15x22cm;verificar;cético_assombro_I_2009_acrílica_s_cartão_15x22cm.jpg;Papéis/2009;buscar;https://drive.google.com/file/d/12EhpTiFZPaYFtRcqFoq7X2PkVJj-zRFE;Obra catalogada automaticamente
2009;cético_assombro_III_2009_acrílica_s_cartão_15x22cm;Papel;acrílica;15x22cm;verificar;cético_assombro_III_2009_acrílica_s_cartão_15x22cm.jpg;Papéis/2009;buscar;https://drive.google.com/file/d/1-WRihLfYb-mcVEyRF05DVXYB8FLT1amJ;Obra catalogada automaticamente
2009;sem_título_2009_nanquim_spapel_30x21cm;Papel;nanquim;30x21cm;verificar;sem_título_2009_nanquim_spapel_30x21cm.jpg;Papéis/2009;buscar;https://drive.google.com/file/d/1wuiSazTOEgBYsaQ5fg1hLkPzcjDSnqsd;Obra catalogada automaticamente
2009;flor_2009_tempera_e_bico_de_pena_spapel_30x21cm;Papel;identificar;30x21cm;verificar;flor_2009_tempera_e_bico_de_pena_spapel_30x21cm.jpg;Papéis/2009;buscar;https://drive.google.com/file/d/1BRHrHlm2VkSHk8JpqYMl3pflpHX_3tvf;Obra catalogada automaticamente
2009;sem_título_2009_tempera_e_bico_de_pena_spapel_30x21cm;Papel;identificar;30x21cm;verificar;sem_título_2009_tempera_e_bico_de_pena_spapel_30x21cm.jpg;Papéis/2009;buscar;https://drive.google.com/file/d/1TuJYYpzyKLDy68XIJ6FscVd-v2r6uQUH;Obra catalogada automaticamente
2009;descanso_2009_acrílica_pastel_e_bico_de_pena_s_papel_21x30cm;Papel;pastel, acrílica;21x30cm;verificar;descanso_2009_acrílica_pastel_e_bico_de_pena_s_papel_21x30cm.jpg;Papéis/2009;buscar;https://drive.google.com/file/d/1vuo3VAnV4RwytQR4xIHL5lRK2zbM9ERc;Obra catalogada automaticamente
2009;coluna_2009_acrílica_s_tela_173x150cm;Tela/Lona;acrílica;173x150cm;verificar;coluna_2009_acrílica_s_tela_173x150cm.jpg;Telas/2009;buscar;https://drive.google.com/file/d/1YhHGGoJPMHLLdPxDB0x25bnbqXBIuJZW;Obra catalogada automaticamente
2009;abóbora_2009_colagens_e_acrílica_s_tela_156x71cm;Tela/Lona;acrílica;156x71cm;verificar;abóbora_2009_colagens_e_acrílica_s_tela_156x71cm.jpg;Telas/2009;buscar;https://drive.google.com/file/d/1p-pCtgcjXAJZQyaiOdmT0Fsd8kEQb1cD;Obra catalogada automaticamente
2009;sem_título_2009_óleo_acrilica_e spray_s_tela_190x137cm;Tela/Lona;óleo, acrílica;190x137cm;verificar;sem_título_2009_óleo_acrilica_e spray_s_tela_190x137cm.jpg;Telas/2009;buscar;https://drive.google.com/file/d/1q5azA9TuPs1NQUHo2IP54mEMDTSxzwqc;Obra catalogada automaticamente
2009;cabeça_2009_acrílica_s_mdf_40x40cm;Tela/Lona;acrílica;40x40cm;verificar;cabeça_2009_acrílica_s_mdf_40x40cm.jpg;Telas/2009;buscar;https://drive.google.com/file/d/1jeLkISHLFHVZZfN_ZMfhlmhul1flFOku;Obra catalogada automaticamente
2009;santuário_2007-2009_óleo_acrílica_e_colagens_s_tela_148x147cm;Tela/Lona;óleo, acrílica;148x147cm;verificar;santuário_2007-2009_óleo_acrílica_e_colagens_s_tela_148x147cm.jpg;Telas/2009;buscar;https://drive.google.com/file/d/1owY8Puf47VFVKf-D5lWA_J4rkwSw5BOY;Obra catalogada automaticamente
2009;sem_título_2009_acrílica_s_tela;Tela/Lona;acrílica;extrair;verificar;sem_título_2009_acrílica_s_tela.jpg;Telas/2009;buscar;https://drive.google.com/file/d/1cUY9O48rTvqYWHR8a6LTHcg8eNoEYMhr;Obra catalogada automaticamente
2009;encontro_2009_grafite_óleo_e_acrílica_s_tela_175x147cm;Tela/Lona;óleo, grafite, acrílica;175x147cm;verificar;encontro_2009_grafite_óleo_e_acrílica_s_tela_175x147cm.jpg;Telas/2009;buscar;https://drive.google.com/file/d/1V7Akus4MFl6KcGnvBF0jo5k-frhrENuU;Obra catalogada automaticamente
2009;caçador_2009_acrílica_s_tela_154x51cm;Tela/Lona;acrílica;154x51cm;verificar;caçador_2009_acrílica_s_tela_154x51cm.jpg;Telas/2009;buscar;https://drive.google.com/file/d/1UhTYE_3hhBDwfhYsDIZ0A1Imi1qkgLC6;Obra catalogada automaticamente
2009;menino_2009_óleo_e_acrílica_s_mdf_49x50cm;Tela/Lona;óleo, acrílica;49x50cm;verificar;menino_2009_óleo_e_acrílica_s_mdf_49x50cm.jpg;Telas/2009;buscar;https://drive.google.com/file/d/1XPpKw-ki3M9f0sozkFsHd-IlS8Nd6rCW;Obra catalogada automaticamente
2009;dico_2009_óleo_e_acrílica_s_mdf_49x46cm;Tela/Lona;óleo, acrílica;49x46cm;verificar;dico_2009_óleo_e_acrílica_s_mdf_49x46cm.jpg;Telas/2009;buscar;https://drive.google.com/file/d/1vTPgJMnDyEY8_VJ6h6t2kZdD93KqlHfh;Obra catalogada automaticamente
2009;quintal_2009_óleo_e_acrílica_s_mdf_18x17cm;Tela/Lona;óleo, acrílica;18x17cm;verificar;quintal_2009_óleo_e_acrílica_s_mdf_18x17cm.jpg;Telas/2009;buscar;https://drive.google.com/file/d/1UMK8goB1vtQZ55u1gMUgJEYuSadl52Hu;Obra catalogada automaticamente
2009;sem_título_2009_óleo_e_acrílica_s_tela_146x92cm;Tela/Lona;óleo, acrílica;146x92cm;verificar;sem_título_2009_óleo_e_acrílica_s_tela_146x92cm.jpg;Telas/2009;buscar;https://drive.google.com/file/d/1WbVMJgnHSWXZRU5ho7eq-7G_eSUd1r75;Obra catalogada automaticamente
2009;sem_título_2009_acrílica_e_hidrocor_s_tela 49x35cm;Tela/Lona;acrílica;49x35cm;verificar;sem_título_2009_acrílica_e_hidrocor_s_tela 49x35cm.jpg;Telas/2009;buscar;https://drive.google.com/file/d/1Gw489HICw5H9Vm5Hg_L8Mua2-dZ8rQog;Obra catalogada automaticamente
2009;construção_2009_colagens_e_acrílica_s_tela_95x65cm;Tela/Lona;acrílica;95x65cm;verificar;construção_2009_colagens_e_acrílica_s_tela_95x65cm.jpg;Telas/2009;buscar;https://drive.google.com/file/d/1XqGfVGUpBTdPCosJfMNqETVwuEhIWken;Obra catalogada automaticamente
2009;sem_título_2009_acrílica_s_tela_150x95cm;Tela/Lona;acrílica;150x95cm;verificar;sem_título_2009_acrílica_s_tela_150x95cm.jpg;Telas/2009;buscar;https://drive.google.com/file/d/1h38wMCUlUgjAreQQ--msphjjcBgrnxxe;Obra catalogada automaticamente
2009;festa_2008-2009_acrílica_grafite_e_óleo_s_tela_196x146cm;Tela/Lona;óleo, grafite, acrílica;196x146cm;verificar;festa_2008-2009_acrílica_grafite_e_óleo_s_tela_196x146cm.jpg;Telas/2009;buscar;https://drive.google.com/file/d/18CJZ_WojKbK9ilpgZEQHp4a209WjsShc;Obra catalogada automaticamente
2009;sem_título_2009_acrílica_s_tela_150x133cm;Tela/Lona;acrílica;150x133cm;verificar;sem_título_2009_acrílica_s_tela_150x133cm.jpg;Telas/2009;buscar;https://drive.google.com/file/d/1eCmRtghCMybbSxA8HH_XL2RbztC76LeK;Obra catalogada automaticamente
2009;ave_2007-2009_colagens_e_acrílica_s_tela_143x79cm;Tela/Lona;acrílica;143x79cm;verificar;ave_2007-2009_colagens_e_acrílica_s_tela_143x79cm.jpg;Telas/2009;buscar;https://drive.google.com/file/d/1DJoxT5J4yoYPCdh-3bcQ_w7uwYsJ7P-g;Obra catalogada automaticamente
2009;sem_título_2009_óleo_e_acrílica_s_tela_105x148cm;Tela/Lona;óleo, acrílica;105x148cm;verificar;sem_título_2009_óleo_e_acrílica_s_tela_105x148cm.jpg;Telas/2009;buscar;https://drive.google.com/file/d/1ZdkipNLhLBDL49-mOBI0iu9gO4yUPN0F;Obra catalogada automaticamente
2009;arame_2009_óleo_e_acrílica_s_tela_200x200cm;Tela/Lona;óleo, acrílica;200x200cm;verificar;arame_2009_óleo_e_acrílica_s_tela_200x200cm.jpg;Telas/2009;buscar;https://drive.google.com/file/d/1hSDAIkKzo-tJ2g4qWbZtZgQJZZkCbqtJ;Obra catalogada automaticamente
2009;sem_título_2009_oleo_e_acrílica_s_tela_190x70cm;Tela/Lona;óleo, acrílica;190x70cm;verificar;sem_título_2009_oleo_e_acrílica_s_tela_190x70cm.jpg;Telas/2009;buscar;https://drive.google.com/file/d/1tZXDu7fJJ8SGJMyuQ3BG63kR5KTm27F4;Obra catalogada automaticamente
2009;sem_título_2009_acrílica_e_colagem_s_tela 142x222cm;Tela/Lona;acrílica;142x222cm;verificar;sem_título_2009_acrílica_e_colagem_s_tela 142x222cm.jpg;Telas/2009;buscar;https://drive.google.com/file/d/14nS3z1U8qzL16OSrN7snAgV44rmQwINn;Obra catalogada automaticamente
2009;sem_título_20072009_acrílica_com_colagem_de_barbante_s_tela 150x162cm;Tela/Lona;acrílica;150x162cm;verificar;sem_título_20072009_acrílica_com_colagem_de_barbante_s_tela 150x162cm.jpg;Telas/2009;buscar;https://drive.google.com/file/d/1Q0-aRSyuFnaoH86uQNO8yQVBAob5KtYg;Obra catalogada automaticamente
2009;totem_2009_acrílica_s tela;Tela/Lona;acrílica;extrair;verificar;totem_2009_acrílica_s tela.jpg;Telas/2009;buscar;https://drive.google.com/file/d/1G31EymlflV8sWv-fd_t3SS5XDDgeoCYN;Obra catalogada automaticamente
