ano;titulo;suporte;tecnica;dimensoes;resolucao;nome_arquivo;pasta_origem;tem_ficha;link_imagem;observacoes
2009;sem_título_20082009_acrílica_e_colagem_s_tela_155x145cm;Tela/Lona;acrílica;155x145cm;verificar;sem_título_20082009_acrílica_e_colagem_s_tela_155x145cm.jpg;Telas/2009;buscar;https://drive.google.com/file/d/1Nobayw5PAJlkUO0JkA7wcS4nnSUpfx8k;Obra catalogada automaticamente
2008;floresta_II_2008_acrílica_s_papel_66x96cm;Papel;acrílica;66x96cm;verificar;floresta_II_2008_acrílica_s_papel_66x96cm.jpg;Papéis/2008;buscar;https://drive.google.com/file/d/10Tk58FxYBpXrJoNroRu7QSMBNoTRxO3H;Obra catalogada automaticamente
2008;sem_título_2008_tempera_e_pastel_spapel_30x21cm;Papel;pastel;30x21cm;verificar;sem_título_2008_tempera_e_pastel_spapel_30x21cm.jpg;Papéis/2008;buscar;https://drive.google.com/file/d/1iwCBz-pQQms342ls1iZjpE9ITdxWIPBo;Obra catalogada automaticamente
2008;sem_título_2008_acrílica_s_papel_66x96cm;Papel;acrílica;66x96cm;verificar;sem_título_2008_acrílica_s_papel_66x96cm.jpg;Papéis/2008;buscar;https://drive.google.com/file/d/1c46jeMZXEcxL8b0wpM6S_70a3lwSFXTC;Obra catalogada automaticamente
2008;sem_título_2008_acrilica_barbante_e_grafite_s_papel_64x46cm;Papel;grafite, acrílica;64x46cm;verificar;sem_título_2008_acrilica_barbante_e_grafite_s_papel_64x46cm.jpg;Papéis/2008;buscar;https://drive.google.com/file/d/1p6WHHO-Jp2yF6FKZ9b-N7xIYmkSluc2q;Obra catalogada automaticamente
2008;sem_título_2008_acrílica_e_pastel_s_papel_36x23cm;Papel;pastel, acrílica;36x23cm;verificar;sem_título_2008_acrílica_e_pastel_s_papel_36x23cm.jpg;Papéis/2008;buscar;https://drive.google.com/file/d/1cynhKu_1FqaIqmLJqF-f4LBhVuGRMsTf;Obra catalogada automaticamente
2008;sem_título_2008_hidrocor_s_papel 63x54cm;Papel;identificar;63x54cm;verificar;sem_título_2008_hidrocor_s_papel 63x54cm.jpg;Papéis/2008;buscar;https://drive.google.com/file/d/1yrKOpcRRxxFRFhhpyqsOCwTbaZ0V-woJ;Obra catalogada automaticamente
2008;sem_título_2008_acrílica_e_pastel_s_papel_33x26cm;Papel;pastel, acrílica;33x26cm;verificar;sem_título_2008_acrílica_e_pastel_s_papel_33x26cm.jpg;Papéis/2008;buscar;https://drive.google.com/file/d/1nwiPu53v-Uct2kt3BHQHZb4JuIAY428K;Obra catalogada automaticamente
2008;sem_título_2008_tempera_bico_de_pena_spapel_30x21cm;Papel;identificar;30x21cm;verificar;sem_título_2008_tempera_bico_de_pena_spapel_30x21cm.jpg;Papéis/2008;buscar;https://drive.google.com/file/d/168JRTxyixIRzYC4BrVbU1P7_NXrOkOXp;Obra catalogada automaticamente
2008;floresta_2008_acrílica_s_papel_66x96cm;Papel;acrílica;66x96cm;verificar;floresta_2008_acrílica_s_papel_66x96cm.jpg;Papéis/2008;buscar;https://drive.google.com/file/d/11L45yCUfilHlX4f6CcODylNeYjXIcDru;Obra catalogada automaticamente
2008;sem_título_2008_oleo_e_acrílica_s_papel_47x32cm;Papel;óleo, acrílica;47x32cm;verificar;sem_título_2008_oleo_e_acrílica_s_papel_47x32cm.jpg;Papéis/2008;buscar;https://drive.google.com/file/d/1vj1FZPzifws88-Kb5JYyfdd0Z765w0SM;Obra catalogada automaticamente
2008;sem_título_2008_acrílica_e_pastel_spapel_32x22cm;Papel;pastel, acrílica;32x22cm;verificar;sem_título_2008_acrílica_e_pastel_spapel_32x22cm.jpg;Papéis/2008;buscar;https://drive.google.com/file/d/1cfwaZIvfs3UPINnfuJk-rtQEeOiSdTL4;Obra catalogada automaticamente
2008;duas_caras_2008_acrílica_s_tela_149x126cm;Tela/Lona;acrílica;149x126cm;verificar;duas_caras_2008_acrílica_s_tela_149x126cm.jpg;Telas/2008;buscar;https://drive.google.com/file/d/1rwWur1j_WnKwFAw-YdiOyed5IncPs8SY;Obra catalogada automaticamente
2008;sem_título_2008_acrílica_s_tela 37x36cm;Tela/Lona;acrílica;37x36cm;verificar;sem_título_2008_acrílica_s_tela 37x36cm.jpg;Telas/2008;buscar;https://drive.google.com/file/d/1b0lv48U4dB2XMqmgmuZyts2EPLD62FTc;Obra catalogada automaticamente
2008;galo_2008_colagem_e_acrílica_s_tela_158x76cm;Tela/Lona;acrílica;158x76cm;verificar;galo_2008_colagem_e_acrílica_s_tela_158x76cm.jpg;Telas/2008;buscar;https://drive.google.com/file/d/1NfbkSCQrETAFqVVXG10ucebz7Rl0GlFU;Obra catalogada automaticamente
2008;duas_caras_2008_grafite_pastel_óleo_e_acrílica_s_tela_220x150cm;Tela/Lona;óleo, grafite, pastel, acrílica;220x150cm;verificar;duas_caras_2008_grafite_pastel_óleo_e_acrílica_s_tela_220x150cm.jpg;Telas/2008;buscar;https://drive.google.com/file/d/16QPrznJhCKtg2nCpTQ-TJaDiwqEkfK0a;Obra catalogada automaticamente
2008;sem_título_2008_acrílica_s_tela_150x110cm;Tela/Lona;acrílica;150x110cm;verificar;sem_título_2008_acrílica_s_tela_150x110cm.jpg;Telas/2008;buscar;https://drive.google.com/file/d/1gd2-51KH5EtuUcDguldf4ftu6fxoWfUE;Obra catalogada automaticamente
2008;que_rei_sou_eu_2008_óleo_acrílica_e_spray_s_tela_140x127cm;Tela/Lona;óleo, acrílica;140x127cm;verificar;que_rei_sou_eu_2008_óleo_acrílica_e_spray_s_tela_140x127cm.jpg;Telas/2008;buscar;https://drive.google.com/file/d/1VEp0EN3iFEr63KTcIh8j8Ewwhuoq4YYa;Obra catalogada automaticamente
2008;máscaras_2008_grafite_óleo_e_acrílica_s_tela_148x106cm;Tela/Lona;óleo, grafite, acrílica;148x106cm;verificar;máscaras_2008_grafite_óleo_e_acrílica_s_tela_148x106cm.jpg;Telas/2008;buscar;https://drive.google.com/file/d/1pd-P0B8oDJsDA91CarFG2yXybCqEfgVH;Obra catalogada automaticamente
2008;sem_título_2008_acrílica_s_tela 30x30cm;Tela/Lona;acrílica;30x30cm;verificar;sem_título_2008_acrílica_s_tela 30x30cm.jpg;Telas/2008;buscar;https://drive.google.com/file/d/1Gx9yYh01CtqTuz4D0C9RMhHGthOZH-4L;Obra catalogada automaticamente
2008;roça_2008_acrílica_grafite_e_óleo_s_tela_183x150cm;Tela/Lona;óleo, grafite, acrílica;183x150cm;verificar;roça_2008_acrílica_grafite_e_óleo_s_tela_183x150cm.jpg;Telas/2008;buscar;https://drive.google.com/file/d/1hKYq60UvNQcLXNWcGAVoOzzWwH-zLF5J;Obra catalogada automaticamente
2008;sem_título_2008_acrílica_e_spray_s_tela_117x147cm;Tela/Lona;acrílica;117x147cm;verificar;sem_título_2008_acrílica_e_spray_s_tela_117x147cm.jpg;Telas/2008;buscar;https://drive.google.com/file/d/1YTrIp-cFnIo6xxoyV9FrEdSEwqUjwHBI;Obra catalogada automaticamente
2008;são_jorge_2008_óleo_acrílica_colagem_e_grafite_s_tela_150x127cm;Tela/Lona;óleo, grafite, acrílica;150x127cm;verificar;são_jorge_2008_óleo_acrílica_colagem_e_grafite_s_tela_150x127cm.jpg;Telas/2008;buscar;https://drive.google.com/file/d/1tK-4BCYwBVgwKgsClccaRCuECHtzJF8_;Obra catalogada automaticamente
2008;televisão_2008_acrílica_s_tela 140x195cm;Tela/Lona;acrílica;140x195cm;verificar;televisão_2008_acrílica_s_tela 140x195cm.jpg;Telas/2008;buscar;https://drive.google.com/file/d/1cpYgL86nqQ4mgLhyvVHq7kXZ3zV9LLzZ;Obra catalogada automaticamente
2008;quando_2008_grafite_acrílica_e_óleo_s_tela_202x142cm;Tela/Lona;óleo, grafite, acrílica;202x142cm;verificar;quando_2008_grafite_acrílica_e_óleo_s_tela_202x142cm.jpg;Telas/2008;buscar;https://drive.google.com/file/d/1K3bMPKbz0zHPOfuRMuOcQcmlmJ9Y2MD6;Obra catalogada automaticamente
2008;3_cabeças_2008_óleo_acrílica_grafite_e_colagens_s_tela_210x328cm;Tela/Lona;óleo, grafite, acrílica;210x328cm;verificar;3_cabeças_2008_óleo_acrílica_grafite_e_colagens_s_tela_210x328cm.jpg;Telas/2008;buscar;https://drive.google.com/file/d/13QPDTurMq1PXSVyb-5YL-h7kQyBOAel5;Obra catalogada automaticamente
2008;sem_título_2008_colagem_e_acrílica_s_tela_150x102cm;Tela/Lona;acrílica;150x102cm;verificar;sem_título_2008_colagem_e_acrílica_s_tela_150x102cm.jpg;Telas/2008;buscar;https://drive.google.com/file/d/167v4ngus4JzKgtAcbDZqdU0SPPYeubKV;Obra catalogada automaticamente
2008;sem_titulo_2008_óleo_e_acrilica_s_tela 82x66cm;Tela/Lona;óleo, acrílica;82x66cm;verificar;sem_titulo_2008_óleo_e_acrilica_s_tela 82x66cm.jpg;Telas/2008;buscar;https://drive.google.com/file/d/1rHDhC9h62b_VEjnNyuVLdxwzAdMqAimv;Obra catalogada automaticamente
2008;morro_2008_colagem_e_acrílica_s_tela_149x93cm;Tela/Lona;acrílica;149x93cm;verificar;morro_2008_colagem_e_acrílica_s_tela_149x93cm.jpg;Telas/2008;buscar;https://drive.google.com/file/d/1eRe5--Pn0fDmQ0mnFX2q_dzqmxxc9-9o;Obra catalogada automaticamente
2008;sem_título_2008_acrílica_s_tela_146x156cm;Tela/Lona;acrílica;146x156cm;verificar;sem_título_2008_acrílica_s_tela_146x156cm.jpg;Telas/2008;buscar;https://drive.google.com/file/d/14xGyCfAjEgGIGJFkm3IdqxXUN-3AMuLw;Obra catalogada automaticamente
2008;sem_título_2008_óleo_e_acrílica_s_tela_147x154cm;Tela/Lona;óleo, acrílica;147x154cm;verificar;sem_título_2008_óleo_e_acrílica_s_tela_147x154cm.jpg;Telas/2008;buscar;https://drive.google.com/file/d/1Mu1pcWu0Trr7mJRjwbcad5boeDfcta9x;Obra catalogada automaticamente
2008;sem_título_2008_acrílica_s_tela_137x65cm;Tela/Lona;acrílica;137x65cm;verificar;sem_título_2008_acrílica_s_tela_137x65cm.jpg;Telas/2008;buscar;https://drive.google.com/file/d/1iW-vSnQYBXJCLcuY6QDJHNX8CWLAL0r1;Obra catalogada automaticamente
2007;madame_2007_acrílica_e_colagens_s_tela_146x90cm;Tela/Lona;acrílica;146x90cm;verificar;madame_2007_acrílica_e_colagens_s_tela_146x90cm.jpg;Telas/2007;buscar;https://drive.google.com/file/d/1iXqN__lWl-euxy_TawiYav8UB97n8ddR;Obra catalogada automaticamente
2007;sem_título_2007_acrílica_s_tela_69x65cm;Tela/Lona;acrílica;69x65cm;verificar;sem_título_2007_acrílica_s_tela_69x65cm.jpg;Telas/2007;buscar;https://drive.google.com/file/d/1WX8igylEgeQNz_qwKjCP-FImm5SEL6YG;Obra catalogada automaticamente
2007;sem_título_2007_acrílica_s_tela_65x50cm;Tela/Lona;acrílica;65x50cm;verificar;sem_título_2007_acrílica_s_tela_65x50cm.jpg;Telas/2007;buscar;https://drive.google.com/file/d/1QwspFaWTUWNa5m8jlKOVLlLbkLKZsA9v;Obra catalogada automaticamente
2007;sem_título_2007_acrílica_s_tela_150x120cm;Tela/Lona;acrílica;150x120cm;verificar;sem_título_2007_acrílica_s_tela_150x120cm.jpg;Telas/2007;buscar;https://drive.google.com/file/d/1be1rSrfRwVdimWKhjtk4uz6PrAak_6oh;Obra catalogada automaticamente
2007;sem_título_2007_acrílica_s_tela_160x150cm;Tela/Lona;acrílica;160x150cm;verificar;sem_título_2007_acrílica_s_tela_160x150cm.jpg;Telas/2007;buscar;https://drive.google.com/file/d/1PSEw7m9IN4p2chhVAKt1I52-goPJmbk2;Obra catalogada automaticamente
2007;sem_título_2007_acrílica_s_tela 84x68cm;Tela/Lona;acrílica;84x68cm;verificar;sem_título_2007_acrílica_s_tela 84x68cm.jpg;Telas/2007;buscar;https://drive.google.com/file/d/1_Pdi4Keaff067tKYxnrxXo_H_8_E5LZX;Obra catalogada automaticamente
2007;O_2007_acrílica_s_tela_148x80cm;Tela/Lona;acrílica;148x80cm;verificar;O_2007_acrílica_s_tela_148x80cm.jpg;Telas/2007;buscar;https://drive.google.com/file/d/1yY3_y70QkhcaBnrhsb2YgbnU3qKHkm55;Obra catalogada automaticamente
2007;grade_2007_acrílica_s_tela 148x80cm;Tela/Lona;acrílica;148x80cm;verificar;grade_2007_acrílica_s_tela 148x80cm.jpg;Telas/2007;buscar;https://drive.google.com/file/d/1vEySflGizOSuaWfdJQ_PYMKmDQVR1uUA;Obra catalogada automaticamente
2007;sem_título_2007_acrílica_óleo_colagem_e_grafite_s_tela_155x125cm;Tela/Lona;óleo, grafite, acrílica;155x125cm;verificar;sem_título_2007_acrílica_óleo_colagem_e_grafite_s_tela_155x125cm.jpg;Telas/2007;buscar;https://drive.google.com/file/d/1pkSZegIr-5j1tgvKy7DE9y12Dxg3Cxh5;Obra catalogada automaticamente
2007;cidade_2007_acrílica_colagem_e_grafite_s_tela 146x113cm;Tela/Lona;grafite, acrílica;146x113cm;verificar;cidade_2007_acrílica_colagem_e_grafite_s_tela 146x113cm.jpg;Telas/2007;buscar;https://drive.google.com/file/d/1_adU9aRA6_BJS64DHmqyAYXTfbUbPsD3;Obra catalogada automaticamente
2006;jora_2006_acrílica_s_papel_cartão_76x76cm;Papel;acrílica;76x76cm;verificar;jora_2006_acrílica_s_papel_cartão_76x76cm.jpg;Papéis/2006;buscar;https://drive.google.com/file/d/1mINeksJcPTB3_5m43Hi3l53FvBPRElmG;Obra catalogada automaticamente
2006;sem_título_2006_acrílica_s_papel_66x96cm;Papel;acrílica;66x96cm;verificar;sem_título_2006_acrílica_s_papel_66x96cm.jpg;Papéis/2006;buscar;https://drive.google.com/file/d/1m2m-AaEkqZ40B5mOkmqG-T7WaiBTtkKc;Obra catalogada automaticamente
2006;lagarto_2006_acrílica_s_papel_66x96cm;Papel;acrílica;66x96cm;verificar;lagarto_2006_acrílica_s_papel_66x96cm.jpg;Papéis/2006;buscar;https://drive.google.com/file/d/1TtEUsI-_UfFhaggqFSxaxS0OYYozDPMg;Obra catalogada automaticamente
2006;sem_título_2006_acrílica_s_papel_cartão_66x96cm;Papel;acrílica;66x96cm;verificar;sem_título_2006_acrílica_s_papel_cartão_66x96cm.jpg;Papéis/2006;buscar;https://drive.google.com/file/d/1_c3PJtQierQYW9XMznaSZ-Y4hPKAVy6l;Obra catalogada automaticamente
2006;tête_a_tête_2006_acrílica_s_tela 190x155cm;Tela/Lona;acrílica;190x155cm;verificar;tête_a_tête_2006_acrílica_s_tela 190x155cm.jpg;Telas/2006;buscar;https://drive.google.com/file/d/14PZaq1Absz8GvUX2ggYYKVmKaIfI8KuI;Obra catalogada automaticamente
